pptase,GFP
127.313416,46.604797
61.446964,47.633911
204.108688,22.418213
250.920288,43.199951
86.22979,63.020874
77.860664,107.577515
49.753422,12.458862
117.25795,29.689331
148.854279,17.553955
81.930855,66.330322
77.852051,179.601074
109.787979,68.363525
23.01387,21.263672
28.329529,18.409668
10.984638,48.142212
60.273567,5.942383
149.720352,19.560059
53.143402,192.173584
58.834316,34.853027
96.744583,28.258301
38.379887,43.439453
24.411259,37.330566
42.100204,28.373657
73.492615,36.280579
53.565414,25.493225
98.987717,97.784302
45.30249,123.032227
77.241791,51.781311
23.36158,41.482178
2.554092,98.32373
49.672142,49.594238
81.424332,53.060303
5.670609,67.370605
80.795891,39.403198
147.664017,37.945007
4.435059,21.173828
57.22591,43.785217
340.368927,25.350098
77.734573,172.919922
78.714783,60.028198
54.05423,1.821777
39.794853,102.64325
81.833168,57.988647
275.532898,151.079102
304.597321,124.669922
19.908157,41.515625
33.859344,25.02478
134.882965,75.020996
56.75523,2.677124
206.41452,184.810547
43.106506,66.681885
93.603531,84.165527
22.459354,19.808289
117.262123,16.325562
85.565956,126.044678
58.77298,102.073242
42.403229,230.32666
25.134644,220.146484
61.885391,114.594727
45.520077,51.177185
47.956131,138.920654
80.608627,92.297119
90.739655,188.608887
75.900764,120.263916
135.050934,133.875732
148.589798,58.149902
90.579796,48.807861
137.167648,117.292969
107.336922,8.661865
20.360222,139.999023
22.006683,37.521729
66.428482,64.717651
107.00238,12.468506
211.241638,98.84375
76.265274,2.233643
42.358791,56.182007
17.726471,222.180176
223.825409,33.597168
202.241714,130.290527
7.994522,77.031494
39.634811,64.371826
92.798462,8.845703
78.130432,40.943359
25.558525,56.688721
94.031265,61.057251
56.156792,26.702637
17.586685,51.182617
51.488758,73.624146
101.822495,123.939453
57.568115,46.471802
47.434975,96.588135
31.275402,36.197754
135.243332,155.415527
49.805344,69.710449
151.532501,96.780273
132.767883,261.181396
32.432682,64.142944
104.969429,17.502075
33.279846,19.162354
54.050797,51.97583
52.44352,70.346924
140.840332,68.598877
10.874088,34.075928
122.337425,21.19165
50.375034,38.067566
8.598297,11.405273
55.185402,48.608154
40.283859,18.681641
27.572399,75.6521
16.309212,37.972656
83.102074,43.911011
93.1493,93.80603
134.17543,151.200684
27.725647,24.852173
61.701752,50.82666
54.257282,37.526489
175.689178,49.858154
28.439651,69.165649
12.567192,6.105713
76.171539,54.225952
136.917862,125.197021
44.462418,37.739746
70.050224,40.173584
112.627625,88.306274
76.86718,120.966309
44.390724,130.051147
194.721924,107.102051
6.651455,39.855713
18.918488,67.180176
83.405121,108.847412
81.835663,73.982605
34.170227,9.562622
149.48468,4.564941
54.086166,12.999023
41.395653,7.374878
55.64365,49.800659
9.49749,44.897217
17.66465,46.721924
115.924133,91.61499
111.606186,75.417847
42.050831,31.225342
66.467102,41.912231
19.18074,54.569702
34.132309,18.079346
37.532497,76.838013
15.79493,47.916382
82.766708,75.894531
1.601727,47.399048
69.945755,105.1875
69.227394,1.366211
79.326065,55.639771
45.570602,16.094604
17.425449,32.292603
81.310226,29.368164
99.354218,181.991211
38.062286,12.07959
16.143726,23.871826
51.695465,131.844238
46.742531,74.162109
91.067818,46.84375
1.830597,1.733887
47.525383,10.699707
111.346115,50.770996
14.045792,135.413086
61.677094,123.362061
74.593918,117.226562
66.495705,100.494385
70.960281,12.650757
47.016624,158.254761
53.168808,84.871582
46.146549,28.14978
50.375996,39.641846
46.357311,28.937439
4.675011,16.943481
118.285873,124.585205
57.662849,33.330566
57.232475,84.932007
129.253357,20.182617
41.400597,16.620361
124.17041,294.664062
112.403122,67.101807
40.757401,35.534668
79.162971,130.070557
51.514973,56.388794
77.224617,77.410645
37.557533,36.850403
60.160446,85.89209
32.098862,10.07251
53.988945,32.771423
339.391479,152.488281
53.397949,182.768921
95.699219,106.098145
24.593601,23.25
86.651978,172.417969
40.741047,29.16272
98.487907,87.658569
49.523804,117.734619
114.15387,116.84021
186.117096,146.53125
26.183598,20.487305
72.580627,2.010803
19.198151,160.255371
124.786026,84.010742
33.201637,87.516113
94.97226,104.687988
53.976929,94.987793
164.864487,88.281311
26.6315,191.001465
42.839226,78.940674
14.979225,60.147217
18.502247,11.669678
52.959534,5.86731
27.420162,45.066162
99.431717,56.814453
63.026688,5.508911
56.805099,70.799072
41.596123,77.199829
81.784988,79.328979
27.254536,17.632202
103.707504,54.827637
32.420029,153.586426
21.709179,40.516357
114.408638,31.471436
8.132774,74.371826
6.092911,144.664551
4.470585,25.794434
51.070068,150.784668
56.112823,62.87915
64.984184,36.062012
17.569916,15.074951
62.399536,171.913574
265.810883,190.732788
39.771759,10.69458
175.556641,132.939941
15.401657,40.594482
45.407913,118.788574
81.008804,35.955078
31.070446,9.380127
55.392296,65.333984
172.35228,132.147949
75.145195,42.646118
39.448784,55.43042
75.544968,60.059326
39.431831,54.129395
38.318787,82.739868
45.083214,38.556885
141.510437,89.286499
50.671059,25.842163
73.994736,161.80127
73.542374,25.77063
7.69635,44.202393
34.648243,5.091309
77.544647,63.729248
110.610748,190.944336
232.83316,240.570312
146.98912,123.182129
57.142323,62.906433
51.496857,47.670898
123.9375,164.074219
41.61261,59.925781
40.277893,17.979248
3.658081,43.170898
55.551987,43.407959
24.249397,8.456421
30.581821,8.654053
18.596832,87.460938
94.189957,34.883057
100.024506,59.773926
34.641357,69.186951
109.451111,100.664062
151.307571,102.699219
153.6035,180.516846
63.46114,129.274658
100.513138,89.523193
70.202499,24.818604
161.020966,114.510742
5.241459,93.639526
59.771393,26.451782
75.014038,20.36908
104.116898,52.52002
75.381516,46.702759
58.639877,29.235107
64.087463,25.903687
7.103378,51.050293
158.396729,14.734375
30.767147,64.747192
111.269501,107.462891
15.4552,97.386719
32.333923,77.947876
41.834076,108.863281
187.816925,96.681641
70.944962,188.604004
108.570389,34.764893
103.109512,32.194214
28.087685,70.953125
36.764679,167.22876
85.750687,29.679565
11.688911,71.634277
59.781929,74.204346
11.920685,16.82373
140.815659,49.045776
47.194099,125.270996
44.325424,137.338379
58.103062,35.672607
86.504456,40.105469
18.283123,45.275818
1.769035,70.607666
53.926498,107.433594
64.291428,171.971191
125.108002,13.947754
71.404709,81.806885
86.298363,74.66333
55.147469,3.719849
75.468765,102.432983
23.851192,25.149414
225.279175,29.660156
52.87838,10.942017
169.012817,103.244629
65.469498,74.0354
28.753197,22.045776
76.387207,70.621582
165.471924,53.720947
127.840881,20.899658
11.287437,55.869629
292.947998,115.513916
121.163422,185.408569
35.908272,31.224854
137.910965,107.001953
114.748566,60.173096
31.9618,16.032593
115.254486,98.016724
234.592438,2.483398
82.102798,31.996643
28.427967,66.217285
82.873268,63.330078
35.853317,116.433105
74.115829,23.588623
30.651817,85.240112
22.877796,100.469604
112.572754,76.963867
129.886261,66.34375
33.432053,32.49646
106.191864,190.132324
168.113312,227.008789
3.455994,46.062012
92.436447,58.843384
20.228622,97.744385
100.890572,36.635498
45.423309,110.885254
38.084713,19.884277
99.67749,8.969238
60.050747,18.315674
58.028252,5.396851
57.647751,4.786621
82.222427,92.838257
71.91407,120.914062
21.227036,97.273438
53.488026,57.408203
74.427238,84.700073
118.212494,175.263672
25.090233,35.743164
67.807327,32.785156
36.45369,63.881104
14.153522,42.360962
116.045364,87.336243
172.466705,169.091797
246.119019,134.389648
106.782341,48.016418
81.058762,58.296265
92.746414,3.411133
88.136993,50.845764
35.056248,63.882385
151.968414,134.058838
28.627205,132.001709
77.92746,59.782593
54.636402,86.855469
65.780365,73.269775
6.186611,56.91333
49.155769,30.267578
100.822731,41.316772
37.641296,89.29541
53.663597,11.414307
79.638535,69.492065
58.097225,99.856567
276.504456,132.01416
15.954002,48.511108
4.134453,24.258789
43.582642,176.984375
188.644028,83.773926
106.487518,107.86731
33.843384,5.298584
25.040131,76.241455
125.234024,40.264648
259.023224,154.277344
35.771427,62.802124
28.001221,51.505615
106.75412,131.492432
173.889359,93.236694
54.956059,45.375854
28.382599,13.191406
34.571175,28.621338
62.328094,21.889893
77.707748,101.983398
22.372849,79.802979
81.000526,36.086182
176.717224,39.334595
67.969284,43.774658
18.824409,63.32959
22.662727,48.801758
43.225555,52.356079
121.36084,106.528564
22.311264,59.978882
92.752419,85.919067
170.127319,107.253418
35.149948,67.960938
33.442017,41.315674
24.79277,18.879272
159.518799,177.543945
12.952362,5.065063
41.630909,38.556152
21.61908,38.700928
49.129829,71.947144
64.083664,35.509033
3.353882,10.91748
44.543388,18.33667
18.538544,17.083984
69.058304,57.622559
43.8908,105.307251
7.054344,83.287964
42.602489,31.411926
47.243073,48.092041
14.357613,36.359131
20.846359,51.977783
31.300781,23.967285
28.193573,54.755554
48.827049,147.307617
82.173645,86.689575
58.185837,23.446289
33.127632,43.512695
127.08374,201.258789
55.689003,25.021484
130.416306,144.35791
61.276672,100.737793
6.856052,59.870361
18.750771,15.776367
84.363892,162.286621
60.265785,95.289551
87.387497,37.455078
132.523102,24.95874
81.25827,74.387695
51.749977,53.011841
92.307762,52.082031
109.357025,42.78894
25.963425,52.074707
4.564713,35.971191
122.972977,42.684814
74.190125,225.024414
153.03067,123.345215
7.687916,92.886963
91.170692,2.399536
41.316788,74.251953
111.138504,44.008301
139.841949,89.259155
51.612701,29.145508
133.25856,80.162109
8.442787,79.943848
14.864853,88.552002
57.967491,69.334106
38.006447,33.750427
70.415077,43.36377
31.648052,29.861816
39.33522,28.609375
67.332253,37.215576
42.68602,38.138184
80.353455,78.668457
16.792068,38.666016
212.363052,119.292725
149.03775,65.05957
48.341389,53.653809
26.648026,15.354248
58.486473,75.430298
37.855988,16.724365
9.604584,47.252441
60.083176,51.035156
19.370029,14.864746
41.832527,89.617798
41.711399,7.14209
89.329224,64.584656
121.822372,62.724365
34.096832,2.874268
234.561707,64.714844
78.039734,77.66748
63.057167,2.608643
38.926178,94.743164
62.957912,36.735962
89.986778,95.828491
24.33194,53.22168
72.046844,139.929688
4.35228,17.241333
43.563683,25.696289
30.733746,40.670227
23.018578,64.597168
30.082481,46.363525
34.590927,51.817627
124.369995,91.941895
24.349045,112.934326
110.960617,48.03418
46.388176,52.119263
303.188354,153.778809
118.606888,53.226318
188.321106,161.802124
194.086853,197.229004
21.438698,85.531128
30.330139,1.85791
77.659592,52.5802
41.751289,3.00354
4.800804,26.788574
71.281639,3.525146
48.080559,65.148804
53.782501,162.271484
41.977638,93.496338
63.993637,53.195923
241.136215,15.970215
172.337158,26.9021
10.394585,86.987427
57.006756,22.408997
168.830231,79.741455
154.628769,114.799316
28.443676,116.816528
91.941879,139.965393
30.598175,62.846924
49.471802,65.1875
168.77774,127.042969
103.706123,67.737122
5.226082,76.243164
23.726845,47.922852
55.329376,12.86499
20.762001,29.321533
55.454254,66.657715
14.727531,15.000366
77.392136,54.470215
43.618496,38.407349
77.560951,22.365967
94.724777,31.527344
261.872986,232.586426
13.970993,47.472046
17.732643,80.341675
3.091293,122.827393
102.185234,31.407715
26.501602,12.226074
146.719482,93.338379
41.204178,63.505615
54.197319,45.913086
41.310184,22.237305
42.023285,67.624756
135.316544,51.865479
60.437515,55.207764
55.542931,54.480286
47.407906,163.383057
29.681828,45.425598
11.936432,51.751099
70.040482,3.317627
73.454521,100.832031
37.974915,29.807617
32.516144,166.675293
213.095551,187.850586
41.010582,1.425781
25.789558,49.649048
48.331467,84.60498
4.792435,20.181519
33.893768,67.151123
37.587875,68.063477
34.605766,60.037231
3.503712,33.13855
96.505806,22.700317
81.381752,67.064087
180.716919,121.741455
127.432907,150.04126
65.483337,85.896484
30.10643,79.493652
13.880081,54.993652
49.561768,46.447632
89.619888,34.114746
28.960358,52.138672
9.667263,82.906372
4.971306,56.57666
105.294128,14.407593
35.479691,61.307617
112.497925,60.220337
130.581421,97.366699
45.379158,63.545776
9.531311,84.008057
83.191956,51.126465
70.139038,69.30542
56.173111,31.712402
29.313385,23.968323
166.920578,83.262695
54.865341,32.241333
72.036919,17.324707
70.573013,20.858582
34.457565,10.000488
109.686844,115.0271
72.10965,65.062866
60.736881,5.01886
56.526569,33.004761
106.043526,24.692139
108.266876,224.417725
33.500252,45.698364
5.965927,83.041748
13.660957,58.50293
68.873489,12.513184
95.872681,85.419189
62.966572,14.907593
28.872643,25.549561
101.396759,121.828125
6.653183,59.22876
54.951576,46.587158
88.748535,72.946289
151.49234,129.675293
100.365509,91.089111
18.630066,58.746338
28.524338,35.976074
72.295105,86.915771
61.797867,89.45459
20.319134,48.904114
81.901276,25.837769
187.149139,109.992065
30.921532,58.900391
17.198715,73.751404
9.852737,72.048828
105.457916,77.982422
150.956314,72.318359
91.21859,139.95752
172.492508,56.974609
186.46608,48.90918
34.41481,24.62146
55.677055,54.556274
8.879948,120.37738
112.858124,74.448364
29.770367,52.137085
21.16341,3.575439
156.597839,94.22998
50.301857,39.534912
138.67981,86.671021
37.337006,23.984375
15.521046,24.130127
163.593552,12.258789
1.955528,65.484619
65.557182,47.869629
44.196468,89.31897
45.102131,25.831543
72.956627,86.950562
52.497585,63.663086
110.297867,114.395508
146.351837,52.063293
112.012856,12.612061
12.558155,4.194336
35.910469,6.028809
42.115147,6.40918
155.993423,50.148193
86.446037,50.275879
121.80481,99.788086
75.12442,43.666382
4.659695,35.320679
57.243431,4.962524
80.945709,25.839478
82.203522,69.271118
36.808487,50.888428
115.45285,124.841309
66.771553,52.735962
42.283936,22.675537
260.584442,174.899414
104.809616,103.059082
131.558609,29.436523
94.11763,14.275879
97.768517,8.046021
29.465118,30.25531
47.415291,64.966187
30.034317,26.609863
176.794342,107.879883
69.311569,113.30542
22.42514,50.266846
12.387295,35.505981
31.42289,44.119507
8.714874,54.789307
39.935013,19.417725
1.444889,33.370056
104.667168,54.665527
107.371246,75.57312
39.872772,65.538574
51.521561,19.3396
156.002228,22.258301
3.041023,31.362549
113.609444,114.681213
10.323059,38.447266
131.075684,7.642334
26.318115,78.196777
53.303734,7.862061
72.979851,72.130127
5.180359,30.239868
5.186626,79.832031
63.831417,143.574097
56.621323,53.458008
58.277618,65.044922
27.203979,26.66272
41.420929,51.873047
34.357738,59.837158
6.033882,61.638672
78.734222,69.852905
9.6455,53.69519
177.36528,144.911621
4.570168,6.474854
8.766125,21.85968
147.074997,26.8125
146.607788,82.053955
22.758205,19.709473
42.765045,63.548828
76.46032,32.672241
7.861202,23.606445
31.371597,30.288574
203.93634,164.562012
71.666153,36.061035
34.458496,138.033203
27.8526,145.225586
168.321106,212.062012
78.459503,9.681152
121.724472,29.081787
95.08606,93.487549
1.446388,36.205444
9.264233,24.428833
321.070435,76.593262
81.533127,52.448608
16.552536,21.507446
51.373444,55.881348
201.128143,105.294922
152.624817,97.14563
51.941772,103.327148
53.233963,14.327271
37.829697,47.896729
48.923286,50.756348
80.516693,94.140381
10.354584,36.963867
29.740929,12.608398
120.39595,128.996582
77.175537,18.907227
2.283279,10.976562
74.837723,55.996094
45.407715,62.641602
18.748077,52.291382
3.690155,90.77124
65.342278,40.490845
4.368324,41.227783
7.412823,71.133545
114.293724,14.81665
135.501297,132.244019
47.861206,49.614746
170.643997,103.027832
8.174118,59.307617
74.018997,15.627747
20.450531,48.232117
66.815941,46.372559
84.666351,32.344177
36.148392,47.935913
146.52327,76.99707
7.035469,16.843994
188.783173,82.18457
71.300125,81.697021
28.017181,124.525879
24.875351,136.90918
88.183731,27.30957
2.539562,15.496155
103.179504,101.650879
63.539528,42.647583
116.078178,78.30481
117.80336,66.500488
35.611023,66.531738
67.123962,69.392822
87.191322,55.80127
90.472992,33.7677
28.45034,12.155029
79.206657,38.680176
115.006592,110.159912
34.214485,13.870117
45.132431,95.537598
243.141907,178.374023
99.358704,19.532349
7.901962,158.171631
37.139618,159.195801
171.535858,143.194336
49.681129,91.568115
103.623993,105.014282
112.798325,73.739502
17.836769,105.315796
55.305447,20.474487
14.963577,153.608398
168.992905,41.869141
58.273319,25.199219
35.168076,86.818848
19.215092,63.684937
73.051773,62.49231
33.863678,72.429932
66.059387,25.653931
16.596146,15.029785
71.456711,42.343994
7.450027,2.154053
98.93985,24.404968
39.407421,22.051453
36.786404,19.087158
13.88681,50.547974
33.07444,82.879089
41.08857,3.472412
12.737141,41.702759
80.653748,11.585449
77.308792,123.710693
97.771309,38.052612
100.591034,81.409302
72.078056,85.301392
61.828331,44.232788
31.819298,54.715454
44.46759,17.393799
144.776352,112.836914
8.947266,54.788086
184.364609,49.573975
115.580475,21.993774
17.688423,99.535645
119.806366,162.322266
92.167213,60.03772
54.306217,34.518982
13.878555,18.050171
23.178986,21.134277
7.336514,29.614136
129.186951,49.334229
124.12442,47.649902
47.163593,47.415039
76.366394,189.790283
105.611511,96.239014
98.497368,8.403687
168.163895,42.295044
156.842163,19.495605
33.792828,59.750366
67.41481,160.27002
42.872391,76.962341
117.98912,163.098145
21.781864,33.231567
49.591461,93.207275
10.544373,62.733276
2.300056,19.383972
238.276947,147.260254
11.759796,90.402832
40.314644,28.825195
14.715321,33.020996
15.337635,50.482056
88.907951,97.496582
36.257298,53.226624
1.803047,46.060059
16.045715,6.833008
167.123108,63.955566
81.788162,108.638672
225.700455,63.845947
43.44912,1.47583
54.377148,68.437927
2.615772,82.295288
74.371353,105.027344
98.065742,62.491699
63.956299,36.289307
137.366364,82.900879
83.354477,72.035156
48.933723,28.290466
8.338989,218.216309
69.677628,70.054688
85.46376,41.565918
64.479279,43.176453
41.009697,35.650146
25.100952,185.679199
130.520111,38.160278
81.810257,9.748047
124.201584,81.696533
61.065514,78.010986
63.889725,15.837524
50.944767,8.839355
57.573116,3.573853
14.166313,24.876953
1.756271,48.67627
72.10051,109.661377
111.506714,58.585449
48.451843,116.892578
3.151566,24.244629
125.50795,126.102051
154.321625,228.929688
81.40657,19.854858
32.876682,58.135498
37.335854,35.874023
28.213181,123.478516
66.015472,95.130981
4.579849,76.661987
99.725311,44.290405
33.430935,61.350098
92.140274,75.175293
15.047916,14.572754
70.890793,27.256348
119.208275,89.257202
58.144291,67.404175
20.460793,50.252808
82.382568,83.110107
110.182083,138.66748
6.879257,6.081787
1.722412,69.955688
144.370239,18.991455
91.294876,125.495117
158.545639,74.223633
29.084244,18.722168
11.407654,2.029541
233.235184,53.111328
71.979347,80.0979
134.855972,53.583618
60.963558,61.243164
53.02298,66.581177
56.769073,32.229492
3.824051,76.111328
238.833801,135.758301
99.53511,49.80127
99.000549,199.777344
11.729507,61.252686
26.781708,55.632019
131.878326,96.296875
162.426331,46.965454
18.474972,5.44812
42.846855,51.756592
61.402534,18.276855
54.692612,132.987793
37.507095,19.33374
54.983463,101.738892
48.838211,101.480469
76.808647,59.188721
46.268806,27.373047
80.524666,40.42688
5.52935,40.592773
34.581055,37.230957
146.576019,96.477539
105.172264,4.698486
55.016605,25.945801
21.565857,72.592773
59.559338,56.069824
22.261791,47.486816
77.137283,75.94751
77.671326,133.174805
148.611786,15.594238
103.062866,43.25
63.557087,26.547852
10.720219,15.689453
51.508198,36.177002
28.496353,59.68457
42.944077,98.659668
8.545921,46.742981
52.760948,90.3396
143.208099,83.717224
54.947609,18.182251
92.102386,73.937622
114.141655,42.986572
115.339996,93.587524
45.323532,112.82373
39.248657,56.986816
64.444366,4.104004
56.996521,58.338867
78.340431,48.724487
46.506943,88.877075
13.485107,112.745117
39.343384,88.448547
107.969131,69.392334
28.669518,146.222412
134.181076,177.397461
78.997818,136.529053
79.529823,58.209961
11.639809,5.797119
83.647919,39.035645
23.139214,89.791382
28.984768,75.598206
9.410236,30.587585
53.445084,31.388306
81.763184,14.483154
54.166058,21.71344
94.554337,40.675781
38.143276,70.29895
65.31897,26.316406
50.333054,108.465332
36.36171,131.137451
3.072037,19.413696
38.88324,46.104004
103.592361,11.939209
107.476067,71.380981
109.179382,88.993164
110.916977,64.146729
100.915947,93.445312
150.041199,52.471924
118.54113,147.636353
26.753147,98.706787
32.187637,25.046387
38.837337,53.187134
38.980606,79.088257
89.057343,65.85144
120.904022,83.094971
55.377144,47.248535
82.150681,42.971436
98.945496,62.862305
47.9561,43.571289
168.424072,107.752441
17.174397,30.038086
28.483398,64.954895
10.730003,10.397705
21.286011,25.81543
5.757675,50.096191
74.609238,40.238525
113.990829,86.068481
68.815117,42.692322
72.248032,23.97522
123.206696,133.767822
55.96666,16.894531
35.805683,61.667725
5.417854,33.366821
38.62561,72.436035
58.568279,42.746582
21.443161,2.031738
24.092022,47.256104
98.898895,54.050781
71.011276,192.8125
36.343735,7.708008
113.77536,13.278809
86.800232,75.334106
50.192078,63.700195
12.868393,47.146729
115.99865,18.790771
45.914642,88.71936
72.357513,85.378052
36.28764,103.651794
12.834625,70.151123
115.777145,87.878906
50.124855,129.944702
71.051773,101.995605
23.13118,62.44043
134.568298,102.334961
71.498016,94.050781
41.914391,35.746948
8.578445,9.9151
74.370987,65.428223
18.816246,41.994995
98.263977,2.000977
71.174316,29.249756
96.63942,69.677979
157.741638,96.336792
26.409134,20.197876
103.409386,77.355835
119.803085,85.962402
3.647114,69.978638
86.862671,120.427002
184.447083,84.154785
113.336014,42.020752
71.47699,137.708984
26.043808,26.592773
44.281319,20.63269
120.684708,74.562134
94.846191,34.691528
106.688202,48.255249
18.556976,31.453857
76.238235,93.459473
33.853134,74.311279
103.004639,118.40741
68.435234,61.050049
142.296448,39.23761
54.244835,30.166016
28.111668,11.147156
83.620285,16.747803
99.687042,39.641846
55.184273,34.971924
57.355637,93.092163
22.010338,40.260376
129.593628,61.512695
186.506699,17.7854
75.721039,51.791504
2.39225,79.685547
11.317047,81.809082
7.873589,8.169678
93.999985,13.924561
11.626343,86.797119
34.280712,59.583008
80.662003,8.255859
9.719978,36.800537
160.422836,210.251709
15.344181,24.415283
100.081581,14.691284
106.929977,108.196533
66.534912,21.591309
6.112343,71.128784
64.806564,60.897095
91.272789,134.220947
109.11628,45.49292
25.117386,39.452271
39.672073,125.416504
51.675579,25.510498
65.275589,118.395264
9.62825,4.960571
6.124191,63.867432
75.991219,115.913574
1.379124,37.846619
40.939632,20.098145
83.01297,66.196472
55.27161,88.772339
17.74712,35.851562
12.279743,28.108643
15.248058,13.859985
32.335297,25.430908
85.096176,40.022217
26.115227,66.391113
52.365635,81.687134
33.737217,56.250305
82.406853,25.786865
121.116211,147.016846
182.216614,46.46875
68.158798,58.060547
113.111656,128.571777
34.715469,139.412109
74.975365,55.325928
7.16555,24.13501
6.466156,102.83728
36.742252,36.795166
22.877533,39.008545
46.121563,21.728027
11.260849,107.32666
73.79525,59.692627
31.518654,15.861816
54.442986,89.419678
196.942078,26.379639
54.558952,82.830933
35.136772,59.458984
56.45536,99.17627
106.845901,50.941895
13.606007,110.958496
73.419128,53.258423
37.833145,38.259277
84.659821,21.683594
60.302979,101.453125
146.138641,44.96814
17.591469,85.834839
120.261765,51.118896
70.127396,9.885864
46.112675,74.942017
42.003349,8.415283
95.550735,57.915039
38.123749,11.615234
16.642761,73.458496
6.596363,8.658813
44.955002,13.478638
48.423691,57.930664
75.642204,25.033936
14.879684,54.714844
57.687454,7.609741
15.069702,11.432129
13.035385,42.65332
68.947388,53.114014
14.448624,83.168457
29.075142,11.116577
103.99942,50.862061
93.473999,141.719727
32.484398,31.997437
28.022652,20.904541
39.856445,49.32373
85.263184,66.532227
125.617035,97.317139
72.858337,9.946289
17.653336,6.446045
86.169075,110.147095
4.432327,63.646484
34.209332,49.346191
6.661808,103.292725
15.24649,88.29541
11.224281,25.514893
80.754684,10.790771
33.37973,73.999512
223.834259,136.995117
145.816803,107.169312
71.802048,6.629395
22.759968,12.14502
130.846283,161.787354
115.449814,86.268311
54.415512,114.884766
102.938126,24.618652
106.180008,63.79187
20.982956,182.910645
63.679886,73.646973
38.527008,72.892822
116.026505,11.60083
78.867462,111.507202
72.190659,43.478516
33.650009,101.772095
64.493042,8.854492
137.490631,109.034912
48.670296,74.397705
31.695671,34.663574
45.928284,34.999268
50.597771,88.433838
103.964233,55.103516
16.481052,32.681274
90.747437,43.365479
142.056976,16.726074
42.249676,50.468262
137.698196,95.385742
18.062458,17.957397
50.979618,93.523315
11.811573,20.497314
104.70079,56.77002
108.728317,11.611572
42.109505,81.346558
95.133072,187.600586
82.519241,22.568359
43.120846,63.121399
160.940506,9.261963
159.658051,119.047241
57.991592,109.609375
23.534542,47.069824
43.614792,3.697266
133.689651,150.706055
59.275436,12.072754
76.50795,106.339355
8.349823,17.708496
27.439522,39.285645
55.445999,38.32019
7.553726,38.204102
282.51712,276.916016
130.129761,45.683716
87.44381,23.128418
40.645943,63.956421
157.223633,108.541016
93.707794,98.438477
3.669754,56.693359
59.850769,95.787476
24.288406,1.599915
53.998322,37.01709
149.206299,195.206543
123.712509,11.821899
14.824989,20.126831
40.000473,55.940918
119.873322,73.47583
32.559578,53.088379
92.710312,142.506348
13.532463,42.742432
74.491043,79.694336
117.279678,29.594238
67.124664,45.862671
140.206604,184.290039
98.184906,46.146606
37.572784,27.289551
20.646057,20.667969
3.499504,28.09082
86.353409,140.552246
27.477234,69.439697
17.288776,86.842712
9.725414,76.887207
101.128204,147.813965
71.649712,209.015991
56.962379,51.174438
29.216438,45.530762
123.946091,131.491821
139.460617,116.981689
56.659382,59.917603
30.7099,74.967651
59.387127,148.698486
86.471237,75.239868
67.52021,28.174072
78.411774,34.849609
17.629807,67.016846
25.342873,10.835083
65.273285,11.312134
43.791054,17.984863
130.068329,114.234253
95.379684,127.185059
8.096966,114.58429
74.103249,64.279907
91.409805,31.448364
67.431366,51.996216
74.082352,43.522705
190.03186,105.937744
15.578644,54.453979
107.310226,172.848145
84.721947,85.474365
29.088509,6.535767
67.237534,58.923218
37.583679,151.664551
89.620316,39.707153
92.008179,54.774414
46.670177,9.820557
145.976532,70.973633
70.315414,68.656616
85.02063,103.351562
119.744232,155.0896
53.053745,21.804443
46.764137,60.515381
43.989853,63.02832
9.946182,48.650635
30.06303,43.069946
160.450806,72.963867
70.803101,29.996826
43.317596,138.516602
31.123474,39.940796
71.188942,133.696045
25.013084,109.178345
61.723785,73.632324
24.180553,36.136658
83.166229,53.182617
182.168091,282.986816
24.893246,55.542358
65.146561,46.61084
45.17297,30.541565
81.748352,4.647522
149.915115,115.18042
10.09948,76.40332
39.608696,41.046875
57.077957,53.702637
62.793903,12.901733
106.130219,171.042725
57.70459,34.752502
79.307617,22.315186
61.343327,55.313354
96.507141,201.353516
25.747555,31.735718
44.297279,14.168091
68.166077,126.923828
24.342422,59.317871
78.435394,55.634766
139.716339,199.604248
99.669907,40.809143
